"StateNumber","State","CountyNumber","County","PrecinctNumber","Precinct"
"FL","Florida","12081","Manatee County","224","82.1B-Voting District"
"FL","Florida","12083","Marion County","1","1-Voting District"
"FL","Florida","12083","Marion County","2","2-Voting District"
"FL","Florida","12083","Marion County","3","3-Voting District"
"FL","Florida","12083","Marion County","4","4-Voting District"
"FL","Florida","12083","Marion County","5","5-Voting District"
"FL","Florida","12083","Marion County","6","6-Voting District"
"FL","Florida","12083","Marion County","7","7-Voting District"
"FL","Florida","12083","Marion County","8","8-Voting District"
"FL","Florida","12083","Marion County","9","9-Voting District"
"FL","Florida","12083","Marion County","10","10-Voting District"
"FL","Florida","12083","Marion County","11","11-Voting District"
"FL","Florida","12083","Marion County","12","12-Voting District"
"FL","Florida","12083","Marion County","13","13-Voting District"
"FL","Florida","12083","Marion County","14","14-Voting District"
"FL","Florida","12083","Marion County","15","15-Voting District"
"FL","Florida","12083","Marion County","16","16-Voting District"
"FL","Florida","12083","Marion County","17","17-Voting District"
"FL","Florida","12083","Marion County","18","18-Voting District"
"FL","Florida","12083","Marion County","19","19-Voting District"
"FL","Florida","12083","Marion County","20","20-Voting District"
"FL","Florida","12083","Marion County","21","24-Voting District"
"FL","Florida","12083","Marion County","22","27-Voting District"
"FL","Florida","12083","Marion County","23","28-Voting District"
"FL","Florida","12083","Marion County","24","40-Voting District"
"FL","Florida","12083","Marion County","25","50-Voting District"
"FL","Florida","12083","Marion County","26","60-Voting District"
"FL","Florida","12083","Marion County","27","70-Voting District"
"FL","Florida","12083","Marion County","28","1000-Voting District"
"FL","Florida","12083","Marion County","29","1010-Voting District"
"FL","Florida","12083","Marion County","30","1020-Voting District"
"FL","Florida","12083","Marion County","31","1030-Voting District"
"FL","Florida","12083","Marion County","32","1040-Voting District"
"FL","Florida","12083","Marion County","33","1050-Voting District"
"FL","Florida","12083","Marion County","34","1060-Voting District"
"FL","Florida","12083","Marion County","35","1070-Voting District"
"FL","Florida","12083","Marion County","36","1080-Voting District"
"FL","Florida","12083","Marion County","37","1090-Voting District"
"FL","Florida","12083","Marion County","38","1100-Voting District"
"FL","Florida","12083","Marion County","39","1110-Voting District"
"FL","Florida","12083","Marion County","40","1120-Voting District"
"FL","Florida","12083","Marion County","41","2000-Voting District"
"FL","Florida","12083","Marion County","42","2010-Voting District"
"FL","Florida","12083","Marion County","43","2020-Voting District"
"FL","Florida","12083","Marion County","44","2030-Voting District"
"FL","Florida","12083","Marion County","45","2040-Voting District"
"FL","Florida","12083","Marion County","46","2050-Voting District"
"FL","Florida","12083","Marion County","47","2060-Voting District"
"FL","Florida","12083","Marion County","48","2070-Voting District"
"FL","Florida","12083","Marion County","49","2080-Voting District"
"FL","Florida","12083","Marion County","50","2090-Voting District"
"FL","Florida","12083","Marion County","51","2100-Voting District"
"FL","Florida","12083","Marion County","52","2110-Voting District"
"FL","Florida","12083","Marion County","53","3000-Voting District"
"FL","Florida","12083","Marion County","54","3010-Voting District"
"FL","Florida","12083","Marion County","55","3020-Voting District"
"FL","Florida","12083","Marion County","56","3030-Voting District"
"FL","Florida","12083","Marion County","57","3040-Voting District"
"FL","Florida","12083","Marion County","58","3050-Voting District"
"FL","Florida","12083","Marion County","59","3051-Voting District"
"FL","Florida","12083","Marion County","60","3052-Voting District"
"FL","Florida","12083","Marion County","61","3053-Voting District"
"FL","Florida","12083","Marion County","62","3060-Voting District"
"FL","Florida","12083","Marion County","63","3061-Voting District"
"FL","Florida","12083","Marion County","64","3070-Voting District"
"FL","Florida","12083","Marion County","65","3080-Voting District"
"FL","Florida","12083","Marion County","66","3090-Voting District"
"FL","Florida","12083","Marion County","67","3091-Voting District"
"FL","Florida","12083","Marion County","68","3092-Voting District"
"FL","Florida","12083","Marion County","69","3100-Voting District"
"FL","Florida","12083","Marion County","70","3110-Voting District"
"FL","Florida","12083","Marion County","71","3111-Voting District"
"FL","Florida","12083","Marion County","72","3112-Voting District"
"FL","Florida","12083","Marion County","73","3120-Voting District"
"FL","Florida","12083","Marion County","74","3130-Voting District"
"FL","Florida","12083","Marion County","75","3140-Voting District"
"FL","Florida","12083","Marion County","76","3150-Voting District"
"FL","Florida","12083","Marion County","77","3170-Voting District"
"FL","Florida","12083","Marion County","78","3175-Voting District"
"FL","Florida","12083","Marion County","79","3180-Voting District"
"FL","Florida","12083","Marion County","80","3190-Voting District"
"FL","Florida","12083","Marion County","81","3195-Voting District"
"FL","Florida","12083","Marion County","82","3200-Voting District"
"FL","Florida","12083","Marion County","83","3210-Voting District"
"FL","Florida","12083","Marion County","84","3220-Voting District"
"FL","Florida","12083","Marion County","85","3230-Voting District"
"FL","Florida","12083","Marion County","86","3240-Voting District"
"FL","Florida","12083","Marion County","87","3250-Voting District"
"FL","Florida","12083","Marion County","88","3260-Voting District"
"FL","Florida","12083","Marion County","89","3270-Voting District"
"FL","Florida","12083","Marion County","90","3280-Voting District"
"FL","Florida","12083","Marion County","91","3290-Voting District"
"FL","Florida","12083","Marion County","92","3300-Voting District"
"FL","Florida","12083","Marion County","93","3310-Voting District"
"FL","Florida","12083","Marion County","94","4000-Voting District"
"FL","Florida","12083","Marion County","95","4010-Voting District"
"FL","Florida","12083","Marion County","96","4020-Voting District"
"FL","Florida","12083","Marion County","97","4021-Voting District"
"FL","Florida","12083","Marion County","98","4030-Voting District"
"FL","Florida","12083","Marion County","99","4040-Voting District"
"FL","Florida","12083","Marion County","100","4050-Voting District"
"FL","Florida","12083","Marion County","101","4051-Voting District"
"FL","Florida","12083","Marion County","102","4060-Voting District"
"FL","Florida","12083","Marion County","103","4070-Voting District"
"FL","Florida","12083","Marion County","104","4080-Voting District"
"FL","Florida","12083","Marion County","105","4090-Voting District"
"FL","Florida","12083","Marion County","106","4091-Voting District"
"FL","Florida","12083","Marion County","107","4092-Voting District"
"FL","Florida","12083","Marion County","108","4100-Voting District"
"FL","Florida","12083","Marion County","109","4120-Voting District"
"FL","Florida","12083","Marion County","110","4130-Voting District"
"FL","Florida","12083","Marion County","111","4140-Voting District"
"FL","Florida","12083","Marion County","112","4150-Voting District"
"FL","Florida","12083","Marion County","113","4151-Voting District"
"FL","Florida","12083","Marion County","114","4160-Voting District"
"FL","Florida","12083","Marion County","115","4170-Voting District"
"FL","Florida","12083","Marion County","116","4180-Voting District"
"FL","Florida","12083","Marion County","117","4190-Voting District"
"FL","Florida","12083","Marion County","118","4200-Voting District"
"FL","Florida","12083","Marion County","119","4210-Voting District"
"FL","Florida","12083","Marion County","120","4220-Voting District"
"FL","Florida","12083","Marion County","121","4230-Voting District"
"FL","Florida","12083","Marion County","122","4240-Voting District"
"FL","Florida","12083","Marion County","123","4250-Voting District"
"FL","Florida","12083","Marion County","124","4260-Voting District"
"FL","Florida","12083","Marion County","125","4270-Voting District"
"FL","Florida","12085","Martin County","1","1-Voting District"
"FL","Florida","12085","Martin County","2","3C-Voting District"
"FL","Florida","12085","Martin County","3","4A-Voting District (City of Stuart)"
"FL","Florida","12085","Martin County","4","4C-Voting District"
"FL","Florida","12085","Martin County","5","5-Voting District"
"FL","Florida","12085","Martin County","6","6-Voting District"
"FL","Florida","12085","Martin County","7","7-Voting District"
"FL","Florida","12085","Martin County","8","8-Voting District"
"FL","Florida","12085","Martin County","9","8A-Voting District"
"FL","Florida","12085","Martin County","10","8B-Voting District"
"FL","Florida","12085","Martin County","11","9-Voting District"
"FL","Florida","12085","Martin County","12","10-Voting District"
"FL","Florida","12085","Martin County","13","11-Voting District"
"FL","Florida","12085","Martin County","14","12-Voting District"
"FL","Florida","12085","Martin County","15","12A-Voting District"
"FL","Florida","12085","Martin County","16","13C-Voting District"
"FL","Florida","12085","Martin County","17","14-Voting District"
"FL","Florida","12085","Martin County","18","15-Voting District"
"FL","Florida","12085","Martin County","19","16-Voting District"
"FL","Florida","12085","Martin County","20","17-Voting District"
"FL","Florida","12085","Martin County","21","17A-Voting District"
"FL","Florida","12085","Martin County","22","17B-Voting District"
"FL","Florida","12085","Martin County","23","18-Voting District"
"FL","Florida","12085","Martin County","24","18A-Voting District"
"FL","Florida","12085","Martin County","25","19-Voting District"
"FL","Florida","12085","Martin County","26","20-Voting District"
"FL","Florida","12085","Martin County","27","21-Voting District"
"FL","Florida","12085","Martin County","28","22-Voting District"
"FL","Florida","12085","Martin County","29","23-Voting District"
"FL","Florida","12085","Martin County","30","24-Voting District"
"FL","Florida","12085","Martin County","31","24A-Voting District"
"FL","Florida","12085","Martin County","32","24B-Voting District"
"FL","Florida","12085","Martin County","33","24C-Voting District"
"FL","Florida","12085","Martin County","34","25C-Voting District"
"FL","Florida","12085","Martin County","35","26-Voting District"
"FL","Florida","12085","Martin County","36","27-Voting District"
"FL","Florida","12085","Martin County","37","27A-Voting District"
"FL","Florida","12085","Martin County","38","28-Voting District"
"FL","Florida","12085","Martin County","39","29-Voting District"
"FL","Florida","12085","Martin County","40","30-Voting District"
"FL","Florida","12085","Martin County","41","31-Voting District"
"FL","Florida","12085","Martin County","42","32-Voting District"
"FL","Florida","12085","Martin County","43","32A-Voting District"
"FL","Florida","12085","Martin County","44","33-Voting District"
"FL","Florida","12085","Martin County","45","34-Voting District"
"FL","Florida","12085","Martin County","46","34A-Voting District"
"FL","Florida","12085","Martin County","47","34B-Voting District"
"FL","Florida","12085","Martin County","48","35-Voting District"
"FL","Florida","12085","Martin County","49","36-Voting District"
"FL","Florida","12085","Martin County","50","37-Voting District"
"FL","Florida","12085","Martin County","51","37A-Voting District"
"FL","Florida","12085","Martin County","52","38-Voting District"
"FL","Florida","12085","Martin County","53","39-Voting District"
"FL","Florida","12085","Martin County","54","40-Voting District"
"FL","Florida","12085","Martin County","55","41-Voting District"
"FL","Florida","12085","Martin County","56","42-Voting District"
"FL","Florida","12085","Martin County","57","42A-Voting District"
"FL","Florida","12085","Martin County","58","43-Voting District"
"FL","Florida","12085","Martin County","59","44-Voting District"
"FL","Florida","12085","Martin County","60","44A-Voting District"
"FL","Florida","12085","Martin County","61","44B-Voting District"
"FL","Florida","12085","Martin County","62","45-Voting District"
"FL","Florida","12085","Martin County","63","45A-Voting District"
"FL","Florida","12085","Martin County","64","45B-Voting District"
"FL","Florida","12085","Martin County","65","46C-Voting District"
"FL","Florida","12085","Martin County","66","47-Voting District"
